,title,author,rank,isbn,weeks_on_list,dagger,published_date
328,SOMETHING BORROWED,Emily Giffin,9,9781429904605,9,0,2011-06-26
329,SUMMER SECRETS,Barbara Freethy,10,,2,0,2011-06-26
330,THE WINTER SEA,Susanna Kearsley,11,9781402261084,1,0,2011-06-26
331,ROOM,Emma Donoghue,12,9780316098328,5,0,2011-06-26
332,SUMMER RENTAL,Mary Kay Andrews,13,9781429987059,1,0,2011-06-26
333,DEAD RECKONING,Charlaine Harris,14,9781101514382,6,0,2011-06-26
334,THE SIXTH MAN,David Baldacci,15,9780446573078,8,0,2011-06-26
335,SOMETHING BLUE,Emily Giffin,16,9781429904629,0,0,2011-06-26
336,A CLASH OF KINGS,George RR Martin,17,9780553897852,0,0,2011-06-26
337,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,18,9780307593672,0,0,2011-06-26
338,THE JEFFERSON KEY,Steve Berry,19,9780345530165,0,0,2011-06-26
339,DREAMS OF JOY,Lisa See,20,9780679604891,0,0,2011-06-26
340,THE HELP,Kathryn Stockett,1,9780425232200,18,0,2011-07-03
341,AGAINST ALL ENEMIES,Tom Clancy with Peter Telep,2,9780399157301,1,0,2011-07-03
342,WATER FOR ELEPHANTS,Sara Gruen,3,9781565125858,21,0,2011-07-03
343,ONE SUMMER,David Baldacci,4,9780446583145,1,0,2011-07-03
344,A GAME OF THRONES,George RR Martin,5,9780553897845,10,0,2011-07-03
345,STATE OF WONDER,Ann Patchett,6,9780062049803,2,0,2011-07-03
346,CARTE BLANCHE,Jeffery Deaver,7,9781451621679,1,0,2011-07-03
347,10TH ANNIVERSARY,James Patterson and Maxine Paetro,8,9780316126946,7,0,2011-07-03
348,BURIED PREY,John Sandford,9,9781101515037,6,0,2011-07-03
349,FOLLY BEACH,Dorothea Benton Frank,10,9780061961274,1,0,2011-07-03
350,BEFORE I GO TO SLEEP,S J Watson,11,9780062060570,1,0,2011-07-03
351,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,12,9780307454546,11,0,2011-07-03
352,A CLASH OF KINGS,George RR Martin,13,9780553897852,2,0,2011-07-03
353,SISTERHOOD EVERLASTING,Ann Brashares,14,9780679605096,1,0,2011-07-03
354,ROOM,Emma Donoghue,15,9780316098328,6,0,2011-07-03
355,THE KINGDOM,Clive Cussler with Grant Blackwood,16,9780399157424,0,0,2011-07-03
356,SUMMER SECRETS,Barbara Freethy,17,,0,0,2011-07-03
357,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,18,9780307593672,0,0,2011-07-03
358,SOMETHING BORROWED,Emily Giffin,19,9781429904605,0,0,2011-07-03
359,THE WINTER SEA,Susanna Kearsley,20,9781402261084,0,0,2011-07-03
360,SMOKIN’ SEVENTEEN,Janet Evanovich,1,9780345527691,1,0,2011-07-10
361,THE HELP,Kathryn Stockett,2,9781440697661,19,0,2011-07-10
362,A GAME OF THRONES,George RR Martin,3,9780553897845,11,0,2011-07-10
363,WATER FOR ELEPHANTS,Sara Gruen,4,9781565125858,22,0,2011-07-10
364,AGAINST ALL ENEMIES,Tom Clancy with Peter Telep,5,9780399157301,2,0,2011-07-10
365,THE DEVIL COLONY,James Rollins,6,9780062000125,1,0,2011-07-10
366,STATE OF WONDER,Ann Patchett,7,9780062049827,3,0,2011-07-10
367,A CLASH OF KINGS,George RR Martin,8,9780553897852,3,0,2011-07-10
368,ONE SUMMER,David Baldacci,9,9780446583176,2,0,2011-07-10
369,SILVER GIRL,Elin Hilderbrand,10,9780316175579,1,0,2011-07-10
370,LEARNING,Karen Kingsbury,11,9780310427551,1,0,2011-07-10
371,ROOM,Emma Donoghue,12,9780316098328,7,0,2011-07-10
372,FALLEN,Karin Slaughter,13,9780345528223,1,0,2011-07-10
373,10TH ANNIVERSARY,James Patterson and Maxine Paetro,14,9780316126946,8,0,2011-07-10
374,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,15,9780307272119,12,0,2011-07-10
375,BURIED PREY,John Sandford,16,9781101515037,0,0,2011-07-10
376,SIZZLING SIXTEEN,Janet Evanovich,17,9780312383312,0,0,2011-07-10
377,CARTE BLANCHE,Jeffery Deaver,18,9781451620696,0,0,2011-07-10
378,UNLOCKED,Courtney Milan,19,A00B0052YFNFQ,0,0,2011-07-10
379,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,20,9780307593672,0,0,2011-07-10
380,NOW YOU SEE HER,James Patterson and Michael Ledwidge,1,9780316127233,1,0,2011-07-17
381,THE HELP,Kathryn Stockett,2,9780425232200,20,0,2011-07-17
382,SMOKIN’ SEVENTEEN,Janet Evanovich,3,9780345527691,2,0,2011-07-17
383,WATER FOR ELEPHANTS,Sara Gruen,4,9781565125858,23,0,2011-07-17
384,DEEPER THAN MIDNIGHT,Lara Adrian,5,9780440339915,1,0,2011-07-17
385,STATE OF WONDER,Ann Patchett,6,9780062049827,4,0,2011-07-17
386,THE CREED LEGACY,Linda Lael Miller,7,9781459207684,1,0,2011-07-17
387,A GAME OF THRONES,George RR Martin,8,9780553897845,12,0,2011-07-17
388,ONE SUMMER,David Baldacci,9,9780446583176,3,0,2011-07-17
389,A CLASH OF KINGS,George RR Martin,10,9780553897852,4,0,2011-07-17
390,AGAINST ALL ENEMIES,Tom Clancy with Peter Telep,11,9781101536872,3,0,2011-07-17
391,ROOM,Emma Donoghue,12,9780316098328,8,0,2011-07-17
392,SAVOR THE DANGER,Lori Foster,13,9781459207691,1,0,2011-07-17
393,THE BLACK ECHO,Michael Connelly,14,9780759525771,1,0,2011-07-17
394,SILVER GIRL,Elin Hilderbrand,15,9780316175579,2,0,2011-07-17
395,SIZZLING SIXTEEN,Janet Evanovich,16,9780312383312,0,0,2011-07-17
396,10TH ANNIVERSARY,James Patterson and Maxine Paetro,17,9780316126946,0,0,2011-07-17
397,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,18,9780307593672,0,0,2011-07-17
398,A STORM OF SWORDS,George RR Martin,19,9780553897876,0,0,2011-07-17
399,THE DEVIL COLONY,James Rollins,20,9780061784781,0,0,2011-07-17
400,THE HELP,Kathryn Stockett,1,9781440697661,21,0,2011-07-24
401,NOW YOU SEE HER,James Patterson and Michael Ledwidge,2,9780316127233,2,0,2011-07-24
402,SMOKIN’ SEVENTEEN,Janet Evanovich,3,9780345527691,3,0,2011-07-24
403,THE SILENT GIRL,Tess Gerritsen,4,9780345526601,1,0,2011-07-24
404,THE BLACK ECHO,Michael Connelly,5,9780759525771,2,0,2011-07-24
405,A GAME OF THRONES,George RR Martin,6,9780553897845,13,0,2011-07-24
406,ONE SUMMER,David Baldacci,7,9780446583176,4,0,2011-07-24
407,WATER FOR ELEPHANTS,Sara Gruen,8,9781565125858,24,0,2011-07-24
408,STATE OF WONDER,Ann Patchett,9,9780062049827,5,0,2011-07-24
409,A CLASH OF KINGS,George RR Martin,10,9780553897852,5,0,2011-07-24
410,AGAINST ALL ENEMIES,Tom Clancy with Peter Telep,11,9781101536872,4,0,2011-07-24
411,ROOM,Emma Donoghue,12,9780316098328,9,0,2011-07-24
412,HELL'S CORNER,David Baldacci,13,9780446571418,1,0,2011-07-24
413,A STORM OF SWORDS,George RR Martin,14,9780553897876,1,0,2011-07-24
414,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,15,9780307593672,17,0,2011-07-24
415,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,16,9780307272119,0,0,2011-07-24
416,THE CREED LEGACY,Linda Lael Miller,17,9780373776009,0,0,2011-07-24
417,MAINE,J Courtney Sullivan,18,9780307596819,0,0,2011-07-24
418,CUTTING FOR STONE,Abraham Verghese,19,9780375714368,0,0,2011-07-24
419,ESCAPE,Barbara Delinsky,20,9780385532730,0,0,2011-07-24
420,A DANCE WITH DRAGONS,George R R Martin,1,9780553801477,1,0,2011-07-31
421,THE HELP,Kathryn Stockett,2,9781440697661,22,0,2011-07-31
422,NOW YOU SEE HER,James Patterson and Michael Ledwidge,3,9780316127233,3,0,2011-07-31
423,THEN CAME YOU,Jennifer Weiner,4,9781451617740,1,0,2011-07-31
424,A GAME OF THRONES,George RR Martin,5,9780553897845,14,0,2011-07-31
425,QUINN,Iris Johansen,6,9781429987530,1,0,2011-07-31
426,BEFORE I GO TO SLEEP,S J Watson,7,9780062060570,2,0,2011-07-31
427,SMOKIN’ SEVENTEEN,Janet Evanovich,8,9780345527691,4,0,2011-07-31
428,STATE OF WONDER,Ann Patchett,9,9780062049827,6,0,2011-07-31
429,A CLASH OF KINGS,George RR Martin,10,9780553897852,6,0,2011-07-31
430,THE BLACK ECHO,Michael Connelly,11,9780759525771,3,0,2011-07-31
431,WATER FOR ELEPHANTS,Sara Gruen,12,9781565125858,25,0,2011-07-31
432,ONE SUMMER,David Baldacci,13,9780446583176,5,0,2011-07-31
433,ROOM,Emma Donoghue,14,9780316098328,10,0,2011-07-31
434,THE SILENT GIRL,Tess Gerritsen,15,9780345526601,2,0,2011-07-31
435,A STORM OF SWORDS,George RR Martin,16,9780553897876,0,0,2011-07-31
436,AGAINST ALL ENEMIES,Tom Clancy with Peter Telep,17,9781101536872,0,0,2011-07-31
437,A FEAST FOR CROWS,George RR Martin,18,9780553900323,0,0,2011-07-31
438,HELL'S CORNER,David Baldacci,19,9780446571418,0,0,2011-07-31
439,MAINE,J Courtney Sullivan,20,9780307596819,0,0,2011-07-31
440,THE HELP,Kathryn Stockett,1,9781440697661,23,0,2011-08-07
441,PORTRAIT OF A SPY,Daniel Silva,2,9780062072191,1,0,2011-08-07
442,A DANCE WITH DRAGONS,George R R Martin,3,9780553801477,2,0,2011-08-07
443,NOW YOU SEE HER,James Patterson and Michael Ledwidge,4,9780316127233,4,0,2011-08-07
444,SPLIT SECOND,Catherine Coulter,5,9781101529201,1,0,2011-08-07
445,HAPPY BIRTHDAY,Danielle Steel,6,9780440423317,1,0,2011-08-07
446,A GAME OF THRONES,George RR Martin,7,9780553897845,15,0,2011-08-07
447,THE BLACK ECHO,Michael Connelly,8,9780759525771,4,0,2011-08-07
448,THE CONFESSION,John Grisham,9,9780440245117,5,0,2011-08-07
449,THEN CAME YOU,Jennifer Weiner,10,9781451617740,2,0,2011-08-07
450,SMOKIN’ SEVENTEEN,Janet Evanovich,11,9780345527691,5,0,2011-08-07
451,WATER FOR ELEPHANTS,Sara Gruen,12,9781565125605,26,0,2011-08-07
452,A CLASH OF KINGS,George RR Martin,13,9780553897852,7,0,2011-08-07
453,STATE OF WONDER,Ann Patchett,14,9780062049827,7,0,2011-08-07
454,SARAH’S KEY,Tatiana de Rosnay,15,9781429985215,1,0,2011-08-07
455,ONE SUMMER,David Baldacci,16,9780446583176,0,0,2011-08-07
456,ROOM,Emma Donoghue,17,9780316098328,0,0,2011-08-07
457,STEALING FACES,Michael Prescott,18,A00B00547KH66,0,0,2011-08-07
458,LORD OF SCOUNDRELS,Loretta Chase,19,9780061753817,0,0,2011-08-07
459,THE BOURNE DOMINION,Eric Van Lustbader,20,9780446564441,0,0,2011-08-07
460,THE HELP,Kathryn Stockett,1,9781440697661,24,0,2011-08-14
461,GHOST STORY,Jim Butcher,2,9780451463791,1,0,2011-08-14
462,FULL BLACK,Brad Thor,3,9781416586760,1,0,2011-08-14
463,THE BLACK ECHO,Michael Connelly,4,9780759525771,5,0,2011-08-14
464,NOW YOU SEE HER,James Patterson and Michael Ledwidge,5,9780316127233,5,0,2011-08-14
465,A DANCE WITH DRAGONS,George R R Martin,6,9780553801477,3,0,2011-08-14
466,THE CONFESSION,John Grisham,7,9780440245117,6,0,2011-08-14
467,A GAME OF THRONES,George RR Martin,8,9780553897845,16,0,2011-08-14
468,PORTRAIT OF A SPY,Daniel Silva,9,9780062072184,2,0,2011-08-14
469,SARAH’S KEY,Tatiana de Rosnay,10,9781429985215,2,0,2011-08-14
470,WATER FOR ELEPHANTS,Sara Gruen,11,9781565125605,27,0,2011-08-14
471,SPLIT SECOND,Catherine Coulter,12,9781101529201,2,0,2011-08-14
472,A CLASH OF KINGS,George RR Martin,13,9780553897852,8,0,2011-08-14
473,THEN CAME YOU,Jennifer Weiner,14,9781451617740,3,0,2011-08-14
474,HAPPY BIRTHDAY,Danielle Steel,15,9780385340304,2,0,2011-08-14
475,SMOKIN’ SEVENTEEN,Janet Evanovich,16,9780345527691,0,0,2011-08-14
476,STATE OF WONDER,Ann Patchett,17,9780062049827,0,0,2011-08-14
477,LORD OF SCOUNDRELS,Loretta Chase,18,9780061753817,0,0,2011-08-14
478,ROOM,Emma Donoghue,19,9780316098328,0,0,2011-08-14
479,STEALING FACES,Michael Prescott,20,A00B00547KH66,0,0,2011-08-14
480,THE HELP,Kathryn Stockett,1,9781440697661,25,0,2011-08-21
481,COLD VENGEANCE,Douglas Preston and Lincoln Child,2,9780446576000,1,0,2011-08-21
482,NOW YOU SEE HER,James Patterson and Michael Ledwidge,3,9780316127233,6,0,2011-08-21
483,FULL BLACK,Brad Thor,4,9781416586760,2,0,2011-08-21
484,UNTIL PROVEN GUILTY,J A Jance,5,9780061758225,1,0,2011-08-21
485,RETRIBUTION,Sherrilyn Kenyon,6,9781429987608,1,0,2011-08-21
486,A GAME OF THRONES,George RR Martin,7,9780553897845,17,0,2011-08-21
487,A DANCE WITH DRAGONS,George R R Martin,8,9780553801477,4,0,2011-08-21
488,THE CONFESSION,John Grisham,9,9780440245117,7,0,2011-08-21
489,SAFE HAVEN,Nicholas Sparks,10,9780446547604,1,0,2011-08-21
490,SARAH’S KEY,Tatiana de Rosnay,11,9781429985215,3,0,2011-08-21
491,WATER FOR ELEPHANTS,Sara Gruen,12,9781565125858,28,0,2011-08-21
492,ONE DAY,David Nicholls,13,9780307474711,1,0,2011-08-21
493,GHOST STORY,Jim Butcher,14,9780451463791,2,0,2011-08-21
494,PORTRAIT OF A SPY,Daniel Silva,15,9780062072191,3,0,2011-08-21
495,A CLASH OF KINGS,George RR Martin,16,9780553897852,0,0,2011-08-21
496,THE BLACK ECHO,Michael Connelly,17,9780759525771,0,0,2011-08-21
497,STEALING FACES,Michael Prescott,18,A00B00547KH66,0,0,2011-08-21
498,HAPPY BIRTHDAY,Danielle Steel,19,9780440423317,0,0,2011-08-21
499,THEN CAME YOU,Jennifer Weiner,20,9781451617740,0,0,2011-08-21
500,THE HELP,Kathryn Stockett,1,9781440697661,26,0,2011-08-28
501,THE IDEAL MAN,Julie Garwood,2,9781101535523,1,0,2011-08-28
502,NOW YOU SEE HER,James Patterson and Michael Ledwidge,3,9780316127233,7,0,2011-08-28
503,UNTIL PROVEN GUILTY,J A Jance,4,9780061758225,2,0,2011-08-28
504,ONE DAY,David Nicholls,5,9780307739308,2,0,2011-08-28
505,A GAME OF THRONES,George RR Martin,6,9780553897845,18,0,2011-08-28
506,A DANCE WITH DRAGONS,George R R Martin,7,9780553801477,5,0,2011-08-28
507,FULL BLACK,Brad Thor,8,9781416586760,3,0,2011-08-28
508,SARAH’S KEY,Tatiana de Rosnay,9,9781429985215,4,0,2011-08-28
509,THE CONFESSION,John Grisham,10,9780440245117,8,0,2011-08-28
510,SAFE HAVEN,Nicholas Sparks,11,9780446547604,2,0,2011-08-28
511,VICTORY AND HONOR,W E B Griffin and William E Butterworth IV,12,9781101543474,1,0,2011-08-28
512,STEALING FACES,Michael Prescott,13,A00B00547KH66,1,0,2011-08-28
513,WATER FOR ELEPHANTS,Sara Gruen,14,9781565125858,29,0,2011-08-28
514,COLD VENGEANCE,Douglas Preston and Lincoln Child,15,9780446554985,2,0,2011-08-28
515,PORTRAIT OF A SPY,Daniel Silva,16,9780062072191,0,0,2011-08-28
516,A CLASH OF KINGS,George RR Martin,17,9780553897852,0,0,2011-08-28
517,CUTTING FOR STONE,Abraham Verghese,18,9780375714368,0,0,2011-08-28
518,THEN CAME YOU,Jennifer Weiner,19,9781451617740,0,0,2011-08-28
519,A STORM OF SWORDS,George RR Martin,20,9780553897876,0,0,2011-08-28
520,THE HELP,Kathryn Stockett,1,9781440697661,27,0,2011-09-04
521,SECOND SON,Lee Child,2,9780345529725,1,0,2011-09-04
522,ONE DAY,David Nicholls,3,9780307739308,3,0,2011-09-04
523,SARAH’S KEY,Tatiana de Rosnay,4,9781429985215,5,0,2011-09-04
524,NOW YOU SEE HER,James Patterson and Michael Ledwidge,5,9780316127233,8,0,2011-09-04
525,A DANCE WITH DRAGONS,George R R Martin,6,9780553801477,6,0,2011-09-04
526,SAFE HAVEN,Nicholas Sparks,7,9780446547604,3,0,2011-09-04
527,A GAME OF THRONES,George RR Martin,8,9780553897845,19,0,2011-09-04
528,THE CONFESSION,John Grisham,9,9780440245117,9,0,2011-09-04
529,WATER FOR ELEPHANTS,Sara Gruen,10,9781565125858,30,0,2011-09-04
530,UNTIL PROVEN GUILTY,J A Jance,11,9780061758225,3,0,2011-09-04
531,THE OMEN MACHINE,Terry Goodkind,12,9780765327727,1,0,2011-09-04
532,STEALING FACES,Michael Prescott,13,A00B00547KH66,2,0,2011-09-04
533,FULL BLACK,Brad Thor,14,9781416586760,4,0,2011-09-04
534,A CLASH OF KINGS,George RR Martin,15,9780553897852,9,0,2011-09-04
535,PORTRAIT OF A SPY,Daniel Silva,16,9780062072191,0,0,2011-09-04
536,THE IDEAL MAN,Julie Garwood,17,9781101535523,0,0,2011-09-04
537,CUTTING FOR STONE,Abraham Verghese,18,9780375714368,0,0,2011-09-04
538,THE MILL RIVER RECLUSE,Darcie Chan,19,A00B0051PRFLQ,0,0,2011-09-04
539,ROOM,Emma Donoghue,20,9780316098328,0,0,2011-09-04
540,THE HELP,Kathryn Stockett,1,9781440697661,28,0,2011-09-11
541,BLIND FAITH,CJ Lyons,2,A00B0043M6J92,1,0,2011-09-11
542,SECOND SON,Lee Child,3,9780345529725,2,0,2011-09-11
543,WATER FOR ELEPHANTS,Sara Gruen,4,9781565125858,31,0,2011-09-11
544,FLASH AND BONES,Kathy Reichs,5,9781439112809,1,0,2011-09-11
545,ONE DAY,David Nicholls,6,9780307739308,4,0,2011-09-11
546,THE ABBEY,Chris Culver,7,A00B004M18ZRS,1,0,2011-09-11
547,THE MILL RIVER RECLUSE,Darcie Chan,8,A00B0051PRFLQ,1,0,2011-09-11
548,SARAH’S KEY,Tatiana de Rosnay,9,9781429985215,6,0,2011-09-11
549,A GAME OF THRONES,George RR Martin,10,9780553897845,20,0,2011-09-11
550,NOW YOU SEE HER,James Patterson and Michael Ledwidge,11,9780316127233,9,0,2011-09-11
551,UNTIL PROVEN GUILTY,J A Jance,12,9780061758225,4,0,2011-09-11
552,A DANCE WITH DRAGONS,George R R Martin,13,9780553801477,7,0,2011-09-11
553,THE CONFESSION,John Grisham,14,9780440245117,10,0,2011-09-11
554,HEARTS AFLAME,Johanna Lindsey,15,9780062106544,1,0,2011-09-11
555,A CLASH OF KINGS,George RR Martin,16,9780553897852,0,0,2011-09-11
556,BLIND PURSUIT,Michael Prescott,17,A00B005C50KA8,0,0,2011-09-11
557,WICKED APPETITE,Janet Evanovich,18,9780312383350,0,0,2011-09-11
558,SAFE HAVEN,Nicholas Sparks,19,9780446547604,0,0,2011-09-11
559,STEALING FACES,Michael Prescott,20,A00B00547KH66,0,0,2011-09-11
560,THE HELP,Kathryn Stockett,1,9781440697661,29,0,2011-09-18
561,KILL ME IF YOU CAN,James Patterson and Marshall Karp,2,9780316097550,1,0,2011-09-18
562,1105 YAKIMA STREET,Debbie Macomber,3,9781459211735,1,0,2011-09-18
563,BLIND FAITH,CJ Lyons,4,A00B0043M6J92,2,0,2011-09-18
564,THE MILL RIVER RECLUSE,Darcie Chan,5,A00B0051PRFLQ,2,0,2011-09-18
565,THE ABBEY,Chris Culver,6,A00B004M18ZRS,2,0,2011-09-18
566,THE LINCOLN LAWYER,Michael Connelly,7,9780759514713,13,0,2011-09-18
567,CANYONS OF NIGHT,Jayne Castle,8,9781101543603,1,0,2011-09-18
568,SARAH’S KEY,Tatiana de Rosnay,9,9781429985215,7,0,2011-09-18
569,ONE DAY,David Nicholls,10,9780307739308,5,0,2011-09-18
570,SECOND SON,Lee Child,11,9780345529725,3,0,2011-09-18
571,ONLY YOURS,Susan Mallery,12,9781459211841,1,0,2011-09-18
572,ONE GRAVE AT A TIME,Jeaniene Frost,13,9780062096265,1,0,2011-09-18
573,A DANCE WITH DRAGONS,George R R Martin,14,9780553905656,8,0,2011-09-18
574,VISCOUNT BRECKENRIDGE TO THE RESCUE,Stephanie Laurens,15,9780062066190,1,0,2011-09-18
575,A GAME OF THRONES,George RR Martin,16,9780553897845,0,0,2011-09-18
576,BLIND PURSUIT,Michael Prescott,17,A00B005C50KA8,0,0,2011-09-18
577,MILE 81,Stephen King,18,9781451665604,0,0,2011-09-18
578,THE LEFTOVERS,Tom Perrotta,19,9781429989138,0,0,2011-09-18
579,FLASH AND BONES,Kathy Reichs,20,9781439112809,0,0,2011-09-18
580,THE HELP,Kathryn Stockett,1,9781440697661,30,0,2011-09-25
581,KILL ME IF YOU CAN,James Patterson and Marshall Karp,2,9780316097550,2,0,2011-09-25
582,THE MILL RIVER RECLUSE,Darcie Chan,3,A00B0051PRFLQ,3,0,2011-09-25
583,BLIND FAITH,CJ Lyons,4,A00B0043M6J92,3,0,2011-09-25
584,MILE 81,Stephen King,5,9781451665604,1,0,2011-09-25
585,1105 YAKIMA STREET,Debbie Macomber,6,9780778312512,2,0,2011-09-25
586,THE ABBEY,Chris Culver,7,A00B004M18ZRS,3,0,2011-09-25
587,DARK PREDATOR,Christine Feehan,8,9781101547724,1,0,2011-09-25
588,THE RACE,Clive Cussler and Justin Scott,9,9780399157813,1,0,2011-09-25
589,ENVY,JR Ward,10,9781101529423,1,0,2011-09-25
590,SARAH’S KEY,Tatiana de Rosnay,11,9781429985215,8,0,2011-09-25
591,PREY,Linda Howard,12,9780345526298,1,0,2011-09-25
592,THE BLACK ICE,Michael Connelly,13,9780759525788,1,0,2011-09-25
593,A DANCE WITH DRAGONS,George R R Martin,14,9780553905656,9,0,2011-09-25
594,A GAME OF THRONES,George RR Martin,15,9780553897845,21,0,2011-09-25
595,THE MERCY,Beverly Lewis,16,9780764206016,0,0,2011-09-25
596,SECOND SON,Lee Child,17,9780345529725,0,0,2011-09-25
597,ONE DAY,David Nicholls,18,9780307946713,0,0,2011-09-25
598,ROOM,Emma Donoghue,19,9780316098328,0,0,2011-09-25
599,THE ART OF FIELDING,Chad Harbach,20,9780316192163,0,0,2011-09-25
600,THE HELP,Kathryn Stockett,1,9781440697661,31,0,2011-10-02
601,NEW YORK TO DALLAS,J D Robb,2,9781101536919,1,0,2011-10-02
602,THE MILL RIVER RECLUSE,Darcie Chan,3,A00B0051PRFLQ,4,0,2011-10-02
603,KILL ME IF YOU CAN,James Patterson and Marshall Karp,4,9780316097550,3,0,2011-10-02
604,THE NIGHT CIRCUS,Erin Morgenstern,5,9780385534642,1,0,2011-10-02
605,THE BLACK ICE,Michael Connelly,6,9780759525788,2,0,2011-10-02
606,THE ABBEY,Chris Culver,7,A00B004M18ZRS,4,0,2011-10-02
607,BLIND FAITH,CJ Lyons,8,A00B0043M6J92,4,0,2011-10-02
608,1105 YAKIMA STREET,Debbie Macomber,9,9780778312512,3,0,2011-10-02
609,A THOUSAND TOMORROWS,Karen Kingsbury,10,9781599951195,1,0,2011-10-02
610,MILE 81,Stephen King,11,9781451665604,2,0,2011-10-02
611,ROBERT B. PARKER’S KILLING THE BLUES,Michael Brandman,12,9780399157844,1,0,2011-10-02
612,SARAH’S KEY,Tatiana de Rosnay,13,9781429985215,9,0,2011-10-02
613,GODDESS OF VENGEANCE,Jackie Collins,14,9781429962230,1,0,2011-10-02
614,SILENT RUN,Barbara Freethy,15,2940013042735,1,0,2011-10-02
615,A DANCE WITH DRAGONS,George R R Martin,16,9780553905656,0,0,2011-10-02
616,THE RACE,Clive Cussler and Justin Scott,17,9780399157813,0,0,2011-10-02
617,ABUSE OF POWER,Michael Savage,18,9780312651619,0,0,2011-10-02
618,A GAME OF THRONES,George RR Martin,19,9780553897845,0,0,2011-10-02
619,HOW FIRM A FOUNDATION,David Weber,20,9780765321541,0,0,2011-10-02
620,THE HELP,Kathryn Stockett,1,9781440697661,32,0,2011-10-09
621,LETHAL,Sandra Brown,2,9781455501489,1,0,2011-10-09
622,THE MILL RIVER RECLUSE,Darcie Chan,3,A00B0051PRFLQ,5,0,2011-10-09
623,HEAT RISES,Richard Castle,4,9781401303914,1,0,2011-10-09
624,SON OF STONE,Stuart Woods,5,9781101547809,1,0,2011-10-09
625,THE ABBEY,Chris Culver,6,A00B004M18ZRS,5,0,2011-10-09
626,LISTEN TO YOUR HEART,Fern Michaels,7,9781420123128,1,0,2011-10-09
627,KILL ME IF YOU CAN,James Patterson and Marshall Karp,8,9780316097550,4,0,2011-10-09
628,THE NIGHT CIRCUS,Erin Morgenstern,9,9780385534642,2,0,2011-10-09
629,NEW YORK TO DALLAS,J D Robb,10,9781101536919,2,0,2011-10-09
630,REAMDE,Neal Stephenson,11,9780061977961,1,0,2011-10-09
631,THE BLACK ICE,Michael Connelly,12,9780759525788,3,0,2011-10-09
632,SARAH’S KEY,Tatiana de Rosnay,13,9781429985215,10,0,2011-10-09
633,1105 YAKIMA STREET,Debbie Macomber,14,9780778312512,4,0,2011-10-09
634,BLIND FAITH,CJ Lyons,15,A00B0043M6J92,5,0,2011-10-09
635,A DANCE WITH DRAGONS,George R R Martin,16,9780553905656,0,0,2011-10-09
636,A KILLING TIDE,P J Alderman,17,A00B0040JI3M4,0,0,2011-10-09
637,MILE 81,Stephen King,18,9781451665604,0,0,2011-10-09
638,A GAME OF THRONES,George RR Martin,19,9780553897845,0,0,2011-10-09
639,THE PARIS WIFE,Paula McLain,20,9780345521323,0,0,2011-10-09
640,THE AFFAIR,Lee Child,1,9780440339359,1,0,2011-10-16
641,THE HELP,Kathryn Stockett,2,9781440697661,33,0,2011-10-16
642,1225 CHRISTMAS TREE LANE,Debbie Macomber,3,9781459213791,1,0,2011-10-16
643,THE MILL RIVER RECLUSE,Darcie Chan,4,A00B0051PRFLQ,6,0,2011-10-16
644,LETHAL,Sandra Brown,5,9781455501489,2,0,2011-10-16
645,THE ABBEY,Chris Culver,6,A00B004M18ZRS,6,0,2011-10-16
646,FEAST DAY OF FOOLS,James Lee Burke,7,9781451643145,1,0,2011-10-16
647,ONLY HIS,Susan Mallery,8,9781459213845,1,0,2011-10-16
648,THE NIGHT CIRCUS,Erin Morgenstern,9,9780385534642,3,0,2011-10-16
649,KILL ME IF YOU CAN,James Patterson and Marshall Karp,10,9780316097550,5,0,2011-10-16
650,SUICIDE RUN,Michael Connelly,11,9780316204248,1,0,2011-10-16
651,MIRACLE CURE,Harlan Coben,12,9781101544440,1,0,2011-10-16
652,THE DARKEST SURRENDER,Gena Showalter,13,9781459213852,1,0,2011-10-16
653,IN PURSUIT OF ELIZA CYNSTER,Stephanie Laurens,14,9780062116758,1,0,2011-10-16
654,NEW YORK TO DALLAS,J D Robb,15,9781101536919,3,0,2011-10-16
655,THE BLACK ICE,Michael Connelly,16,9780759525788,0,0,2011-10-16
656,THE UNQUIET,"JD Robb, Mary Blayney, Patricia Gaffney, Ruth Ryan Langan and Mary Kay McComas",17,9781101544433,0,0,2011-10-16
