isbn,genre,pages,title,author,rank,weeks_on_list,dagger,published_date
9781101566466,Fiction,592,LOCKED ON,Tom Clancy with Mark Greaney,20,4,0,2012-01-29
9780399167447,Fiction,528,SOMEWHERE SAFE WITH SOMEBODY GOOD,Jan Karon,13,4,0,2014-10-12
9781101591437,Fiction,928,WINTER OF THE WORLD,Ken Follett,16,4,0,2012-11-04
9780399173356,Fiction,674,TOM CLANCY FULL FORCE AND EFFECT,Mark Greaney,9,4,0,2015-01-11
9780399176760,Fiction,718,TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,12,4,0,2016-01-10
9780062008671,Fiction,416,THE LAST ANNIVERSARY,Liane Moriarty,19,4,0,2016-02-28
9781569479827,Fiction,329,THE BOY IN THE SUITCASE,Lene Kaaberbol,20,4,0,2013-09-08
9781455518371,Fiction,944,THE PANTHER,Nelson DeMille,16,4,0,2012-12-02
9781455529773,Fiction,384,PRIVATE DOWN UNDER,James Patterson and Michael White,15,4,0,2014-10-12
9781455548996,Fiction,496,THE EDGE OF NEVER,JA Redmerski,14,4,0,2013-04-14
9781101580776,Fiction,320,THE LAST BOYFRIEND,Nora Roberts,17,4,0,2012-07-08
9780316556668,Fiction,368,TEXAS RANGER,James Patterson and Andrew Bourelle,11,4,0,2018-09-23
9781629998916,Fiction,304,THE HARBINGER II,Jonathan Cahn,14,4,0,2020-10-11
9781455582310,Fiction,600,RADIANT ANGEL,Nelson DeMille,18,4,0,2015-07-12
9780061758225,Fiction,336,UNTIL PROVEN GUILTY,J A Jance,12,4,0,2011-09-11
9781101612231,Fiction,320,THE PERFECT HOPE,Nora Roberts,20,4,0,2012-12-23
9781101875056,Fiction,416,IN THE UNLIKELY EVENT,Judy Blume,19,4,0,2015-08-09
9781101636459,Fiction,448,W IS FOR WASTED,Sue Grafton,16,4,0,2013-10-27
9781455581177,Fiction,300,FRICTION,Sandra Brown,11,4,0,2015-09-27
9780441020317,"Stackhouse, Sookie (Fictitious character)",148,DEAD RECKONING,Charlaine Harris,6,4,0,2011-06-12
9781101580714,Fiction,352,DEADLOCKED,Charlaine Harris,12,4,0,2012-06-10
9781101658055,Fiction,898,DUNE,Frank Herbert,13,4,0,2021-11-28
9781101536872,Fiction,720,AGAINST ALL ENEMIES,Tom Clancy with Peter Telep,17,4,0,2011-07-31
9780345527783,Fiction,320,WICKED BUSINESS,Janet Evanovich,20,4,0,2015-05-24
9780062109590,Fiction,784,AMERICAN GODS,Neil Gaiman,16,4,0,2017-06-11
9780440334866,Fiction,368,CAN YOU KEEP A SECRET?,Sophie Kinsella,9,4,0,2011-11-13
9781101513781,Fiction,464,CHASING FIRE,Nora Roberts,18,4,0,2011-05-29
9781538760666,Fiction,432,FIFTY FIFTY,James Patterson and Candice Fox,14,4,0,2019-03-03
9780440246442,Fiction,864,WRITTEN IN MY OWN HEART'S BLOOD,Diana Gabaldon,17,4,0,2014-07-27
9780385534130,Fiction,448,THE CONFESSION,John Grisham,20,4,0,2011-04-03
9781455572076,Fiction,432,SEEING RED,Sandra Brown,12,4,0,2017-11-12
9781101620366,Fiction,416,RUSH,Maya Banks,14,4,0,2013-03-17
9781455559510,Fiction,432,THE ESCAPE ARTIST,Brad Meltzer,14,4,0,2018-04-15
9780345546647,Fiction,64,HIGH HEAT,Lee Child,19,4,0,2013-09-22
9780385349758,Fiction,352,RAZOR GIRL,Carl Hiaasen,18,4,0,2016-10-23
9780345546890,Fiction,432,THE ONE AND ONLY,Emily Giffin,17,4,0,2014-07-06
9780345546937,Fiction,404,FIRST COMES LOVE,Emily Giffin,17,4,0,2016-08-14
9780345548412,Fiction,352,KILLER,Jonathan Kellerman,14,4,0,2014-03-23
9780385536080,Fiction,272,CALICO JOE,John Grisham,17,4,0,2012-07-08
9780399179365,Fiction,288,TURNING POINT,Danielle Steel,14,4,0,2019-02-17
9780345539656,Fiction,352,INNOCENCE,Dean Koontz,17,4,0,2014-01-26
9780425263914,Fiction,338,REFLECTED IN YOU,Sylvia Day,2,4,0,2012-11-11
9781982139131,Fiction,352,LIFE AFTER DEATH,Sister Souljah,10,4,0,2021-04-11
9780316290197,Fiction,400,THE GAMES,James Patterson and Mark Sullivan,14,4,0,2016-08-07
9780316408998,Fiction,400,PRIVATE PARIS,James Patterson and Mark Sullivan,15,4,0,2016-04-24
9780062325341,Fiction,384,FLESH AND BLOOD,Patricia Cornwell,18,4,0,2015-01-04
9780316273985,Fiction,352,AMBUSH,James Patterson and James O Born,14,4,0,2018-11-18
9780553901139,Fiction,336,ALONE,Lisa Gardner,9,4,0,2011-03-20
9781439186794,Fiction,352,I’LL WALK ALONE,Mary Higgins Clark,15,4,0,2011-05-15
9780316284554,Fiction,368,BULLSEYE,James Patterson and Michael Ledwidge,16,4,0,2016-09-18
9781250207210,Fiction,384,GOLDEN IN DEATH,JD Robb,11,4,0,2020-03-15
9780316288729,Fiction,368,NYPD RED 4,James Patterson and Marshall Karp,16,4,0,2016-03-13
9781250066633,Fiction,272,THE REVENANT,Michael Punke,5,4,0,2016-02-07
9780812984613,Fiction,352,THE BURGESS BOYS,Elizabeth Strout,20,4,0,2013-05-12
9781476783505,Fiction,384,VINCE FLYNN: ORDER TO KILL,Kyle Mills,10,4,0,2016-11-20
9780812995756,Fiction,288,STILL LIFE WITH BREAD CRUMBS,Anna Quindlen,18,4,0,2014-03-30
9781476749105,Fiction,320,I'VE GOT YOU UNDER MY SKIN,Mary Higgins Clark,16,4,0,2014-05-18
9780316349925,Fiction,464,CAREER OF EVIL,Robert Galbraith,14,4,0,2015-11-29
9780698163478,Fiction,576,THE BOOK OF LIFE,Deborah Harkness,16,4,0,2014-08-31
9780316375153,Fiction,416,HERE'S TO US,Elin Hilderbrand,19,4,0,2016-07-31
9780698140271,Fiction,352,SHADOW SPELL,Nora Roberts,16,4,0,2014-05-11
9781476789378,Fiction,352,FOREIGN AGENT,Brad Thor,17,4,0,2016-07-31
9780698404229,Fiction,416,FIND HER,Lisa Gardner,19,4,0,2016-03-27
9781451617801,Fiction,400,ALL FALL DOWN,Jennifer Weiner,19,4,0,2014-08-03
9780316395588,Fiction,368,RED ALERT,James Patterson and Marshall Karp,15,4,0,2018-05-06
9781250161611,Fiction,432,SHELTER IN PLACE,Nora Roberts,6,4,0,2018-07-08
9780698144545,Fiction,336,BLOOD MAGICK,Nora Roberts,19,4,0,2014-12-14
9780316407182,Fiction,400,ALERT,James Patterson and Michael Ledwidge,13,4,0,2015-09-13
9781476789422,Fiction,432,SPYMASTER,Brad Thor,10,4,0,2019-05-19
9780316273961,Fiction,368,MURDER GAMES,James Patterson and Howard Roughan,15,4,0,2017-08-06
9780062325426,Fiction,560,DEPRAVED HEART,Patricia Cornwell,19,4,0,2016-09-25
9781501131127,Fiction,416,"ALL BY MYSELF, ALONE",Mary Higgins Clark,15,4,0,2018-04-22
9780316207027,Young Adult Fiction,288,FIRST LOVE,James Patterson and Emily Raymond,18,4,0,2014-03-02
9780593328682,Fiction,400,THE INVESTIGATOR,John Sandford,14,4,0,2022-05-22
9780593321447,Fiction,272,SEA OF TRANQUILITY,Emily St. John Mandel,13,4,0,2022-05-15
9781501190643,Fiction,384,VINCE FLYNN: LETHAL AGENT,Kyle Mills,15,4,0,2019-11-03
9781429904629,Fiction,352,SOMETHING BLUE,Emily Giffin,19,4,0,2011-06-26
9780316097376,Fiction,416,TOYS,James Patterson and Neil McMahon,14,4,0,2011-04-24
9781501188817,Fiction,384,ONE BY ONE,Ruth Ware,14,4,0,2020-10-18
9780062354365,Fiction,576,HOUSE OF SPIES,Daniel Silva,8,4,0,2017-08-20
9780593296677,Fiction,400,THE SANATORIUM,Sarah Pearse,10,4,0,2021-03-14
9781501190674,Fiction,384,VINCE FLYNN: TOTAL POWER,Kyle Mills,15,4,0,2020-10-25
9780804178839,Fiction,40,NOT A DRILL,Lee Child,19,4,0,2014-09-14
9781984818508,FICTION,336,BETTER OFF DEAD,Lee Child and Andrew Child,9,4,0,2021-12-05
9781524733452,Fiction,352,SQUEEZE ME,Carl Hiaasen,14,4,0,2020-10-04
9780316211017,Fiction,416,GONE,James Patterson and Michael Ledwidge,12,4,0,2013-11-10
9780316211147,Fiction,416,PRIVATE VEGAS,James Patterson and Maxine Paetro,19,4,0,2015-03-15
9780316211185,Fiction,448,PRIVATE BERLIN,James Patterson and Mark Sullivan,18,4,0,2013-03-10
9780307959867,Fiction,272,DEATH COMES TO PEMBERLEY,P D James,19,4,0,2012-02-05
9780062473356,Fiction,304,DRAGON TEETH,Michael Crichton,10,4,0,2017-07-02
9781250109316,Fiction,480,ONE WITH YOU,Sylvia Day,11,4,0,2016-05-15
9780805096606,Fiction,784,THE MIRROR & THE LIGHT,Hilary Mantel,13,4,0,2020-04-19
9780670024780,Fiction,384,THE INVENTION OF WINGS,Sue Monk Kidd,19,4,0,2014-05-25
9781250213273,Fiction,511,UNDER CURRENTS,Nora Roberts,12,4,0,2019-08-18
9781439149690,Fiction,432,LONE WOLF,Jodi Picoult,19,4,0,2012-04-15
9781250110251,Fiction,496,THE GUEST BOOK,Sarah Blake,15,4,0,2019-06-16
9781501100130,Fiction,448,FINDERS KEEPERS,Stephen King,20,4,0,2015-08-02
9780062311108,Fiction,880,NATCHEZ BURNING,Greg Iles,20,4,0,2014-06-29
9781416586760,Fiction,400,FULL BLACK,Brad Thor,14,4,0,2011-09-04
9780765326386,Fiction,1232,RHYTHM OF WAR,Brandon Sanderson,15,4,0,2020-12-27
9780525574682,Fiction,409,ONE DAY IN DECEMBER,Josie Silver,15,4,0,2019-01-20
9781250145253,Fiction,448,ALL THE DEVILS ARE HERE,Louise Penny,9,4,0,2020-10-11
9780698411432,Fiction,400,RIGHT BEHIND YOU,Lisa Gardner,15,4,0,2017-03-12
9780316499378,Fiction,384,22 SECONDS,James Patterson and Maxine Paetro,11,4,0,2022-06-12
9780698411661,Fiction,368,DON'T LET GO,Harlan Coben,9,4,0,2017-11-05
9780525539674,Fiction,400,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline,15,4,0,2022-05-08
9781501141386,Fiction,304,THE GUNSLINGER,Stephen King,8,4,0,2017-08-27
9781501142970,Fiction,1156,IT,Stephen King,15,4,0,2017-09-17
9781501156212,Fiction,384,THE DEATH OF MRS. WESTAWAY,Ruth Ware,14,4,0,2018-07-22
9780062824639,Fiction,656,CEMETERY ROAD,Greg Iles,15,4,0,2019-04-21
9780525538233,Fiction,368,LONG RANGE,C.J. Box,14,4,0,2020-04-12
9780525536628,Fiction,384,BLOODY GENIUS,John Sandford,14,4,0,2019-11-10
9780525536598,Fiction,400,NEON PREY,John Sandford,9,4,0,2019-06-02
9781250123138,Fiction,400,ECHOES IN DEATH,J D Robb,15,4,0,2017-08-20
9780698152670,Fiction,400,ESCAPE CLAUSE,John Sandford,14,4,0,2016-11-27
9780525521143,Fiction,320,THE GLASS HOTEL,Emily St. John Mandel,14,4,0,2020-05-03
9780062684561,Fiction,480,UNSHELTERED,Barbara Kingsolver,13,4,0,2018-11-25
9781401304706,Fiction,240,THE TIME KEEPER,Mitch Albom,17,4,0,2012-10-28
9780735211230,Fiction,320,A SLOW FIRE BURNING,Paula Hawkins,14,4,0,2021-10-10
9781250126139,Fiction,448,SUNSET BEACH,Mary Kay Andrews,8,4,0,2019-06-16
9780735215894,FICTION,582,TOM CLANCY POWER AND EMPIRE,Marc Cameron,14,4,0,2018-01-07
9780316474122,Fiction,352,JUROR #3,James Patterson and Nancy Allen,7,4,0,2018-10-21
9780316486675,Fiction,448,DARK SACRED NIGHT,Michael Connelly,6,4,0,2018-12-09
9780765399830,Fiction,1248,OATHBRINGER,Brandon Sanderson,15,4,0,2018-11-18
9781524797195,Fiction,464,SOMETHING IN THE WATER,Catherine Steadman,13,4,0,2018-07-22
9780316418188,Fiction,352,1ST CASE,James Patterson and Chris Tebbetts,12,4,0,2020-09-06
9781501171697,Fiction,256,I'VE GOT MY EYES ON YOU,Mary Higgins Clark,13,4,0,2018-05-13
9780316419826,Fiction,432,UNSOLVED,James Patterson and David Ellis,15,4,0,2019-07-14
9780698407114,Fiction,400,DEEP FREEZE,John Sandford,12,4,0,2017-11-26
9780316420266,Fiction,368,THE 18TH ABDUCTION,James Patterson and Maxine Paetro,4,4,0,2019-06-09
9780316420280,Fiction,432,THE 20TH VICTIM,James Patterson and Maxine Paetro,14,4,0,2020-06-14
9780316420327,Fiction,352,LOST,James Patterson and James O. Born,15,4,0,2020-02-23
9780316420334,Fiction,384,BLINDSIDE,James Patterson and James O. Born,11,4,0,2020-04-05
9780316457422,Fiction,576,THE COAST-TO-COAST MURDERS,James Patterson and JD Barker,14,4,0,2020-11-01
9780698407985,Fiction,368,ALL ADULTS HERE,Emma Straub,13,4,0,2020-06-14
9780316422741,Fiction,656,LETHAL WHITE,Robert Galbraith,13,4,0,2018-10-28
9781501190599,Fiction,384,VINCE FLYNN: RED WAR,Kyle Mills,11,4,0,2018-11-04
9781524798635,Fiction,384,DAISY JONES & THE SIX,Taylor Jenkins Reid,8,4,0,2020-01-19
9780698408197,Fiction,448,THE BOOK OF LONGINGS,Sue Monk Kidd,11,4,0,2021-05-09
9780316435581,Fiction,272,TROUBLES IN PARADISE,Elin Hilderbrand,15,4,0,2020-11-15
9781501101779,Fiction,560,THE DESERTER,Nelson DeMille and Alex DeMille,14,4,0,2019-12-01
9780698408326,Fiction,480,CITY OF GIRLS,Elizabeth Gilbert,7,4,0,2019-07-14
9781476717142,Fiction,368,ACT OF WAR,Brad Thor,19,4,0,2014-08-24
9781476717111,Fiction,384,HIDDEN ORDER,Brad Thor,20,4,0,2013-09-01
9781982104122,Fiction,336,BLACK ICE,Brad Thor,15,3,0,2021-08-22
9780698161481,Fiction,400,BROTHERHOOD IN DEATH,J D Robb,17,3,0,2016-03-13
9780735224636,Fiction,528,THE WITCH ELM,Tana French,14,3,0,2018-11-11
9781250759665,Fiction,384,WE BEGIN AT THE END,Chris Whitaker,14,3,0,2021-04-11
9781982104054,Fiction,384,BACKLASH,Brad Thor,8,3,0,2019-07-28
9781250304452,Fiction,336,THE MAIDENS,Alex Michaelides,13,3,0,2021-07-18
9780698164895,Fiction,400,NEMESIS,Catherine Coulter,14,3,0,2015-08-09
9780399176814,FICTION,742,TOM CLANCY TRUE FAITH AND ALLEGIANCE,Mark Greaney,10,3,0,2017-01-08
9780515149487,Fiction,472,THE SEARCH,Nora Roberts,19,3,0,2011-05-29
9781101602102,Fiction,432,MAD RIVER,John Sandford,14,3,0,2012-11-04
9781250126092,Fiction,448,THE HIGH TIDE CLUB,Mary Kay Andrews,15,3,0,2018-06-10
9781250123145,Fiction,400,ECHOES IN DEATH,J D Robb,7,3,0,2017-03-12
9781101611012,Fiction,480,TOUCH AND GO,Lisa Gardner,20,3,0,2014-03-16
9781101617267,Fiction,384,CONCEALED IN DEATH,J D Robb,20,3,0,2014-03-30
9781101609248,Fiction,368,CALCULATED IN DEATH,J D Robb,16,3,0,2013-03-31
9781101609163,Fiction,416,SUSPECT,Robert Crais,16,3,0,2013-03-03
9781250123039,Fiction,464,THE RISE OF MAGICKS,Nora Roberts,15,3,0,2019-12-29
9781250145260,Fiction,448,THE MADNESS OF CROWDS,Louise Penny,9,3,0,2021-09-26
9781101606636,Fiction,496,THE BONE BED,Patricia Cornwell,16,3,0,2017-07-23
9780698410053,Fiction,384,OFF THE GRID,C J Box,15,3,0,2016-04-10
9781982154875,Fiction,304,GAME ON,Janet Evanovich,12,3,0,2021-12-05
9781250161550,Fiction,384,DARK IN DEATH,JD Robb,11,3,0,2018-03-04
9781250161581,Fiction,384,LEVERAGE IN DEATH,JD Robb,12,3,0,2018-10-07
9780698406421,Fiction,400,THE GANGSTER,Clive Cussler and Justin Scott,14,3,0,2016-04-03
9781250122957,Fiction,432,YEAR ONE,Nora Roberts,9,3,0,2018-01-07
9780735221093,Fiction,464,THE TRESPASSER,Tana French,14,3,0,2016-11-06
9781250201584,Fiction,384,CONNECTIONS IN DEATH,JD Robb,9,3,0,2019-03-10
9781101622452,Fiction,368,DEAD EVER AFTER,Charlaine Harris,19,3,0,2013-06-16
9780735218994,Fiction,464,CELTIC EMPIRE,Clive Cussler and Dirk Cussler,11,3,0,2019-04-21
9781982155261,Fiction,432,THE IT GIRL,Ruth Ware,14,3,0,2022-08-14
9781250099679,Fiction,352,AFTER ANNA,Lisa Scottoline,11,3,0,2018-05-13
9781250207180,Fiction,384,VENDETTA IN DEATH,JD Robb,12,3,0,2019-10-06
9781250207234,Fiction,368,SHADOWS IN DEATH,J.D. Robb,11,3,0,2020-10-11
9781250272744,Fiction,416,FAITHLESS IN DEATH,J.D. Robb,13,3,0,2021-03-14
9781250272935,Fiction,400,LEGACY,Nora Roberts,11,3,0,2021-06-27
9781250278197,Fiction,448,NIGHTWORK,Nora Roberts,12,3,0,2022-06-26
9780735220171,Fiction,640,"BLACK LEOPARD, RED WOLF",Marlon James,15,3,0,2019-03-10
9781459213791,Fiction,400,1225 CHRISTMAS TREE LANE,Debbie Macomber,19,3,0,2011-12-04
9781984821379,Fiction,288,NEIGHBORS,Danielle Steel,9,3,0,2021-02-07
9781940218083,Fiction,61,THE EX GAMES,J S Cooper and Helen Cooper,20,3,0,2014-03-09
9780698157897,Fiction,464,SKIN GAME,Jim Butcher,15,3,0,2014-06-29
9781984820150,Fiction,318,A LONG PETAL OF THE SEA,Isabel Allende,15,3,0,2020-03-08
9780525618508,Fiction,384,THE WEDDING GUEST,Jonathan Kellerman,11,3,0,2019-03-10
9780525619246,Fiction,293,EVVIE DRAKE STARTS OVER,Linda Holmes,9,3,0,2019-08-04
9780525620792,Fiction,320,MEXICAN GOTHIC,Silvia Moreno-Garcia,7,3,0,2020-11-08
9780446547604,Fiction,368,SAFE HAVEN,Nicholas Sparks,19,3,0,2011-09-11
9781101536919,Fiction,400,NEW YORK TO DALLAS,J D Robb,16,3,0,2011-10-23
9780525952923,Fiction,940,WINTER OF THE WORLD,Ken Follett,17,3,0,2012-12-23
9781250123183,Fiction,400,SECRETS IN DEATH,JD Robb,13,3,0,2017-10-08
9781101559963,Fiction,480,CATCH ME,Lisa Gardner,14,3,0,2012-03-11
9781101560365,Fiction,384,CELEBRITY IN DEATH,J D Robb,15,3,0,2012-03-25
9780425285053,Fiction,352,THE GIRL BEFORE,J P Delaney,15,3,0,2017-02-26
9781101987988,Fiction,384,APPRENTICE IN DEATH,J D Robb,12,3,0,2016-10-09
9781451617832,Fiction,400,WHO DO YOU LOVE,Jennifer Weiner,15,3,0,2015-09-13
9780425280126,Fiction,352,ISLAND OF GLASS,Nora Roberts,15,3,0,2017-01-08
9780525574705,Fiction,416,ONE DAY IN DECEMBER,Josie Silver,12,3,0,2019-01-13
9780446554008,Fiction,448,THE FIFTH ASSASSIN,Brad Meltzer,15,3,0,2013-02-17
9781982127138,Fiction,288,SUPERMARKET,Bob Hall,12,3,0,2019-04-28
9781101475867,Fiction,384,TREACHERY IN DEATH,J D Robb,20,3,0,2011-04-03
9781101884058,Fiction,352,THE CAST,Danielle Steel,15,3,0,2019-02-24
9780525435921,Fiction,528,THE SNOWMAN,Jo Nesbo,15,3,0,2017-11-12
9781101885574,Fiction,336,MAGIC,Danielle Steel,15,3,0,2016-08-07
9780525505310,Fiction,384,THE COUPLE NEXT DOOR,Shari Lapena,15,3,0,2018-06-10
9781451668964,Fiction,352,DADDY'S GONE A HUNTING,Mary Higgins Clark,20,3,0,2013-05-26
9781101476161,Fiction,448,LIVE WIRE,Harlan Coben,20,3,0,2011-05-01
9780525540694,Fiction,496,LONG BRIGHT RIVER,Liz Moore,14,3,0,2020-02-09
9780525536581,Fiction,400,NEON PREY,John Sandford,10,3,0,2019-05-26
9780525538240,Fiction,384,LONG RANGE,C.J. Box,12,3,0,2020-04-05
9780525538271,Fiction,368,DARK SKY,C.J. Box,11,3,0,2021-04-04
9780525539520,Fiction,416,MASKED PREY,John Sandford,10,3,0,2020-05-17
9781101486412,Fiction,480,THE JUNGLE,Clive Cussler with Jack Du Brul,20,3,0,2011-04-17
9780525539643,Fiction,400,SOMEONE KNOWS,Lisa Scottoline,13,3,0,2019-05-12
9780425280119,Fiction,352,BAY OF SIGHS,Nora Roberts,13,3,0,2016-07-17
9781451617740,Fiction,352,THEN CAME YOU,Jennifer Weiner,20,3,0,2011-08-28
9780553392692,Fiction,336,CURIOUS MINDS,Janet Evanovich and Phoef Sutton,8,3,0,2017-06-18
9781420136074,Fiction,480,EXPECTING TO DIE,Lisa Jackson,12,3,0,2017-04-02
9780593328699,Fiction,400,THE INVESTIGATOR,John Sandford,10,3,0,2022-05-15
9780593331262,Fiction,368,SHADOWS REEL,C.J. Box,14,3,0,2022-04-10
9781250022127,Fiction,400,A GREAT RECKONING,Louise Penny,20,3,0,2016-12-11
9780593465066,Poetry,240,CALL US WHAT WE CARRY,Amanda Gorman,5,3,0,2022-01-09
9781250066206,Fiction,400,KINGDOM OF THE BLIND,Louise Penny,14,3,0,2018-12-30
9781982164881,Fiction,352,VINCE FLYNN: ENEMY AT THE GATES,Kyle Mills,9,3,0,2021-10-17
9781982137441,Fiction,272,IN FIVE YEARS,Rebecca Serle,10,3,0,2020-04-12
9780765326379,Fiction,1264,OATHBRINGER,Brandon Sanderson,14,3,0,2017-12-17
9780759525788,Fiction,336,THE BLACK ICE,Michael Connelly,20,3,0,2016-07-31
9781982166793,Fiction,272,ONE ITALIAN SUMMER,Rebecca Serle,15,3,0,2022-04-03
9780399184017,FICTION,454,NIGHTHAWK,Clive Cussler and Graham Brown,14,3,0,2017-07-02
9780812996555,Fiction,320,"OLIVE, AGAIN",Elizabeth Strout,9,3,0,2019-11-24
9781101636466,Fiction,416,STORM FRONT,John Sandford,19,3,0,2013-11-17
9780593087039,Fiction,432,OCEAN PREY,John Sandford,8,3,0,2021-05-16
9781429997171,Fiction,912,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,8,3,0,2013-04-28
9780804179676,Fiction,336,THE APARTMENT,Danielle Steel,17,3,0,2016-06-12
9780804179652,Fiction,336,BLUE,Danielle Steel,16,3,0,2016-02-28
9781101636428,Fiction,544,DUST,Patricia Cornwell,17,3,0,2014-01-05
9780735215955,Intelligence officers,432,TOM CLANCY: OATH OF OFFICE,Marc Cameron,15,3,0,2019-01-06
9781476789439,Fiction,336,SPYMASTER,Brad Thor,13,3,0,2018-08-05
9780062072191,Fiction,528,PORTRAIT OF A SPY,Daniel Silva,16,3,0,2011-09-04
9781524742065,Fiction,400,LOOK FOR ME,Lisa Gardner,10,3,0,2018-03-11
9781635574074,Fiction,768,HOUSE OF SKY AND BREATH,Sarah J. Maas,7,3,0,2022-03-20
9780062259677,Fiction,272,BIRD BOX,Josh Malerman,8,3,0,2019-01-27
9780316387859,Fiction,528,THE CHEMIST,Stephenie Meyer,6,3,0,2016-12-11
9781488054358,Fiction,320,THE WIVES,Tarryn Fisher,15,3,0,2020-02-02
9781635577020,Fiction,816,HOUSE OF EARTH AND BLOOD,Sarah J. Maas,8,3,0,2022-03-06
9780345545961,Fiction,560,ASHLEY BELL,Dean Koontz,15,3,0,2016-01-10
9781501131110,Fiction,336,"ALL BY MYSELF, ALONE",Mary Higgins Clark,15,3,0,2017-05-07
9781501115073,Fiction,372,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY,Fredrik Backman,15,3,0,2017-03-12
9780345530561,Fiction,488,THE LITIGATORS,John Grisham,18,3,0,2012-08-12
9781781162644,Fiction,288,JOYLAND,Stephen King,14,3,0,2013-07-07
9780316498968,Fiction,944,TROUBLED BLOOD,Robert Galbraith,13,3,0,2020-10-18
9781476711102,Fiction,128,THE STRANGER,Kyra Davis,20,3,0,2013-04-21
9780385349741,Fiction,333,RAZOR GIRL,Carl Hiaasen,11,3,0,2016-10-09
9780062667632,Fiction,256,LEAVE THE WORLD BEHIND,Rumaan Alam,11,3,0,2020-11-08
9780735217225,Fiction,320,SHOOT FIRST,Stuart Woods,12,2,0,2018-05-06
9781476783512,Fiction,400,ENEMY OF THE STATE,Kyle Mills,6,2,0,2017-10-01
9781250122995,Fiction,464,OF BLOOD AND BONE,Nora Roberts,8,2,0,2018-12-30
9781250126108,Fiction,432,SUNSET BEACH,Mary Kay Andrews,11,2,0,2019-06-02
9781101884065,Chick lit,275,FAIRYTALE,Danielle Steel,6,2,0,2017-11-05
9781791392796,Fiction,332,VERITY,Colleen Hoover,11,2,0,2021-10-31
9780451490148,Fiction,448,VENGEANCE ROAD,Christine Feehan,13,2,0,2019-02-24
9780451488510,Fiction,464,JUDGMENT ROAD,Christine Feehan,14,2,0,2018-02-18
9781728251035,Fiction,768,FREED,E.L. James,8,2,0,2021-06-27
9780316499484,Fiction,384,SHATTERED,James Patterson and James O. Born,14,2,0,2022-08-14
9781439112823,Fiction,304,BONES ARE FOREVER,Kathy Reichs,15,2,0,2013-05-12
9781439146958,Fiction,416,REVENGE WEARS PRADA,Lauren Weisberger,18,2,0,2013-07-07
9780316273886,Fiction,448,THE BLACK BOOK,James Patterson and David Ellis,2,2,0,2017-04-23
9781501141232,Fiction,1168,IT,Stephen King,14,2,0,2017-04-23
9780312577230,Fiction,448,THE GREAT ALONE,Kristin Hannah,1,2,0,2018-03-04
9781501166112,Fiction,384,THE GUNSLINGER,Stephen King,12,2,0,2017-08-06
9780765388100,Fiction,336,A DOG'S PURPOSE,W Bruce Cameron,15,2,0,2017-01-01
9780316073714,Fiction,333,BLOOD OF ELVES,Andrzej Sapkowski,12,2,0,2020-01-19
9780812995343,Fiction,368,LINCOLN IN THE BARDO,George Saunders,9,2,0,2017-03-12
9781250121011,Fiction,336,BEHIND CLOSED DOORS,B A Paris,20,2,0,2016-12-18
9780316395441,Fiction,384,RED ALERT,James Patterson and Marshall Karp,5,2,0,2018-04-22
9780547543864,Fiction,768,WINTER'S TALE,Mark Helprin,18,2,0,2014-03-09
9780316403436,Fiction,272,TODAY WILL BE DIFFERENT,Maria Semple,19,2,0,2016-11-06
9780399179327,FICTION,288,BLESSING IN DISGUISE,Danielle Steel,8,2,0,2019-06-02
9781455588985,Fiction,336,THE CHOICE,Nicholas Sparks,15,2,0,2016-01-17
9781982154912,Fiction,320,THE RECOVERY AGENT,Janet Evanovich,12,2,0,2022-04-17
9780698165786,Fiction,416,POWER PLAY,Catherine Coulter,18,2,0,2014-08-10
9781629996295,Fiction,304,THE ORACLE,Jonathan Cahn,11,2,0,2019-09-29
9781101620403,Fiction,368,BURN,Maya Banks,12,2,0,2013-09-01
9781250207098,Fiction,448,UNDER CURRENTS,Nora Roberts,5,2,0,2019-08-04
9781538730577,Fiction,448,MURDER IN PARADISE,James Patterson,12,2,0,2018-07-22
9780399583971,Fiction,416,LEOPARD'S BLOOD,Christine Feehan,11,2,0,2017-11-19
9781250207241,Fiction,296,SHADOWS IN DEATH,J.D. Robb,1,1,0,2020-09-27
9781250092410,Fiction,352,DRAGONMARK,Sherrilyn Kenyon,15,1,0,2016-08-21
9781982134198,Fiction,368,THE PARIS LIBRARY,Janet Skeslien Charles,12,1,0,2021-02-28
9781538747261,Fiction,366,CROOKED RIVER,Douglas Preston and Lincoln Child,2,1,0,2020-02-23
9781101636480,Fiction,304,ROBERT B. PARKER’S DAMNED IF YOU DO,Michael Brandman,8,1,0,2013-09-29
9781538751152,Fiction,384,HUSH,James Patterson and Candice Fox,11,1,0,2020-06-21
9781538719695,Fiction,479,MERCY,David Baldacci,1,1,0,2021-12-05
9781101625132,Fiction,368,DECEPTION COVE,Jayne Castle,6,1,0,2013-09-15
9781101623503,Fiction,384,DOWN LONDON ROAD,Samantha Young,14,1,0,2013-05-26
9781982108847,Fiction,416,MAGIC LESSONS,Alice Hoffman,7,1,0,2020-10-25
9781501195082,Fiction,512,THE JACKAL,JR Ward,3,1,0,2020-09-06
